KEYWORD,SCORE
primary team working directly,13.57374897456932
indian tax law,13.564383561643837
hedge fund industry preferable,13.558700209643607
role outline job summary,13.55026455026455
budget competitive product,13.549456521739131
special project analysis identify,13.513538748832866
reliable dependable works collaboratively,13.5
monthly financial close,13.478682170542633
document online record,13.478021978021978
tally 5 4 7 2 ms office,13.473840852130326
procedure strong analytical prioritization,13.472192028985507
provide accurate financial data,13.45230696528812
finance share services,13.446969696969697
domain expertise gl,13.433333333333334
company size 51 200 employees,13.428571428571429
sr accounts executive,13.411689675870349
negotiate client contract term,13.398962148962148
essential skills expertise required,13.38685861941676
sector focus basic understanding,13.370426829268293
open closed claim,13.367521367521368
tax case law,13.364383561643834
conduct client impacting work,13.359597069597068
essential 2 year accounting experience,13.359578455597761
good writing skill,13.341112618724559
assist team leader manager,13.336740071522682
profitability business planning,13.3327731092437
cross functional team,13.332608695652175
developing relationship business generation,13.326503759398495
compliance program plan task,13.310160427807485
end accounting exposure,13.30901722391084
work group setting priority,13.273333333333333
high performance opex team,13.269963057686843
monthly basis benchmark target,13.266666666666666
consolidated financial statement,13.264396456256922
process basis customer feedback,13.261249685059209
manager financial planning,13.246953115284168
guest shareholder team member,13.237332461588755
ca cwa qualified professional,13.236013986013987
role category accounts,13.224874394202125
transactional impact oracle financials,13.215384615384615
external audit specification participate,13.194545454545455
accounting software package,13.192134107027723
equal employment opportunity employer,13.166666666666666
sustain outstanding profitability,13.15
role accounts manager,13.132361025218168
leading telecom company,13.12857142857143
interview time 10am 1pm,13.116666666666667
indirect tax filing,13.114383561643834
identify risk area,13.097222222222221
performance fee management fee,13.09090909090909
liability bank product,13.08695652173913
business initiatives team provide,13.086956521739129
accounting softwares accounts,13.079425387176148
firm system process check,13.061511328177994
general ledger,13.057142857142857
experience core accounting function,13.04552125376966
weekly basis check focus,13.019642857142857
assigned operation division,13.018487394957983
business control unit ibc,13.016806722689076
consistently executes daily task,12.998472116119174
process reconciliation metric,12.993086419753087
manage departmental operational risk,12.990079365079367
advance payment processing payment,12.986486486486488
role finance executive,12.968331777155306
articled assistant audits taxation,12.962962962962962
written communication time management,12.959443171207877
financial service industry,12.951523794327656
company group level,12.945688545688546
managing continuous monitoring engagement,12.917637917637919
daily financial transaction,12.912728516353688
strong taxation knowledge related,12.886083518789917
statutory tool sap,12.884868421052632
building strong business relationship,12.884112455050671
insurance industry background,12.884097035040432
pg ca mba pgdm,12.88336055940135
pg mba pgdm ca,12.88336055940135
accurately resolving issue related,12.880645161290321
role branch manager,12.835978835978837
banking accounting software,12.793583382390043
key control issue identified,12.78888045540797
senior manager finance,12.777126099706745
department retail bank,12.772727272727273
detailed variance analysis,12.771078431372548
ba central team,12.76644370122631
primary skills accounting,12.75619330364506
accounting domain skills,12.756193303645059
accounting taxation auditing,12.744996059889678
team environment strong written,12.735690978040392
review balance sheetpreparation,12.713085234093636
compliance obligation andbusiness goal,12.712121212121211
outstanding client service,12.694055944055943
prepare variance analysis,12.682189542483659
tax legal matter,12.646526418786692
financial budgetary,12.645348837209301
collect payment create spreadsheet,12.618243243243244
develop strong professional relationship,12.616916687854904
strategic account planning,12.609084139985107
ensure client service delivery,12.59566022213081
ensure financial record,12.592201984062449
financial audit preparation,12.589052540913006
virtual team matrix structure,12.58695652173913
ba bs degree,12.571794871794872
manage business improvement plan,12.566511387163562
extremely valuable asset,12.545454545454547
branch complaints tat,12.545454545454547
run referral check efficiently,12.523809523809524
rule regulation policy procedure,12.520346320346322
dynamic team culture generated,12.51552795031056
excel tally communicate,12.514423076923077
software application programming maintenance,12.484848484848484
multiple region staff development,12.480158730158731
locating misships provide follow,12.464285714285715
accounting related transaction,12.464059240717564
senior executive finance,12.454933586337761
desired skill set,12.454545454545457
accounting finance experience,12.453415990611767
branch csc meeting,12.445454545454547
starter strong communication verbal,12.430227743271221
monthly weekly reporting,12.39265536723164
assist team leaders managers,12.382194616977227
reporting activity generate,12.359322033898305
risk professional youll work,12.345555555555555
update alm qc tool,12.3375
support integrated risk assurance,12.325163398692812
company asset,12.307359307359308
senior executive accounts,12.296770321031639
process financial reporting,12.291090624194027
year end close,12.287114845938376
develop strong sustainable relationship,12.28358335452157
performing audit test,12.24
provide report adhoc planned,12.23389355742297
review check point,12.219887955182074
shop floor level staff,12.212355212355213
ensuring timely closure,12.201809598741148
advanced simulation tool,12.1875
internal audit function,12.18627192982456
balance sheet,12.183673469387756
role chartered accountant,12.179199174961887
team environment ensure departmental,12.174014291555523
prepare monthly reporting,12.170433145009415
professional tax esic,12.164383561643834
good communication skills,12.152790862960941
provide continuous monitoring system,12.11910311910312
daily trend report,12.110516934046345
added advantage sharp skill,12.097402597402597
accounts payable,12.091836734693878
accounting related activity,12.087588652482271
onshore finance team,12.08695652173913
diverse range offinancial issue,12.080645161290322
annual revenue target,12.078947368421051
role financial accountant,12.074548012171189
retail research system,12.070221445221446
sr executive r2r,12.069852941176471
resolve accounting discrepancy,12.05008865248227
periodic audit sampling,12.031666666666666
agency management skill,12.023232323232323
local tax declaration,11.997716894977168
general accounting,11.994731509625126
audit observation issue,11.987311827956988
maintain good working relationship,11.969149090693504
service operation,11.936363636363637
availing input credit,11.922619047619047
supplementary data pack,11.883743842364533
testing process change due,11.882207298873965
problem solving skill,11.862878787878786
analyze financial information,11.857470049330512
decision making ability creativity,11.854545454545455
central view,11.846153846153847
calculations accounts payables,11.841836734693878
identify verify validate root,11.833333333333334
senior executives finance,11.82258064516129
sales marketing,11.820512820512821
role financial analyst,11.814661006521472
reporting discussion feedback,11.809322033898304
desired candidate profile,11.80820035460993
accounting practice strong understanding,11.803124177402736
om process cycle,11.800705467372133
worldwide intercompany activity,11.8
detailed requirements strong li,11.774275362318841
company turnover 100 500 crores,11.761904761904763
taking responsibility finding solution,11.76153846153846
manage multiple account proficient,11.76083484026522
user access administration,11.75
bank reconciliation,11.74
role category treasury,11.716370992841581
previously paid determine validity,11.7
applicable law code,11.7
loss management auditing,11.690909090909091
expenditure ensuring data,11.679562657695541
multi national level stakeholder,11.658783783783784
taxation budgeting,11.657407407407408
procedure provide strategic recommendation,11.652380952380952
ensuring superior customer experience,11.648380847338059
financial statements,11.645348837209301
business process improvement develop,11.629782992101834
journal entry,11.6
postgraduate mba pgdm ca,11.592419792850826
ensure proper closure,11.587878787878788
stakeholder ensuring accurate message,11.586890243902438
finance global environment,11.578544061302683
fraud containment,11.566666666666666
global order management,11.524242424242424
revenue impacting adjustment,11.50751879699248
assigned carrier account,11.503820982090371
associate fund accounting,11.501477541371159
wider finance family,11.5
strong analytical communication,11.486477743271221
strong communication skill,11.484773197816676
cost effective talent acquisition,11.483333333333334
key financial information,11.477470049330513
order management analyst,11.468686868686868
excellent communication skills,11.466223698781839
technical accounting skill,11.463562678456295
revenue related activity,11.428947368421053
gl skills,11.418604651162791
sample based testing,11.416666666666666
claims teammate partner,11.414285714285715
monitor grant revenue,11.412280701754385
thought leadership document,11.410714285714285
transportation operations,11.4093567251462
customer engagement plan,11.408163265306122
company financial,11.407253599114064
good communication skill,11.388731666343606
monthly quarterly remittance,11.362745098039216
financial reporting deadline,11.34752801396475
wider finance function,11.342105263157894
resolve claim issue,11.337589605734767
high quality service,11.33048128342246
data metric tracked,11.321839080459771
sales tax,11.31822971548999
financials pl bs,11.315384615384616
risk advisory services,11.3001443001443
experience type national exposure,11.299160671462829
advanced knowledge skill ability,11.296067415730338
gat india director,11.28888888888889
project management skill,11.285137085137086
law minimum 2 year,11.282352941176471
providing subject matter expertise,11.278711484593838
prepare schedule report,11.27357609710551
accounting function design,11.246360582306831
exceeding client team expectation,11.244648829431437
reconciliation provisioning scrutiny,11.24
generating efficient database,11.23611111111111
capital related reporting,11.234322033898305
achieving long term growth,11.222222222222223
performance based outcomes,11.222222222222221
account manager corporate,11.202285056715436
acquisition portfolio management,11.202020202020202
desired profile education,11.200863398088192
filing tax return,11.182565379825654
central excise,11.179487179487179
rules,11.166666666666666
income tax,11.164383561643834
7 year post qualification experience,11.145188826314513
excel spreadsheet candidate,11.108173076923077
establish robust analytical procedure,11.106250000000001
vat issue relating,11.103372434017595
ls incorporating assumption expectation,11.1
tax tds,11.097716894977168
auditor statement schedule,11.095238095238095
strong analytical skill,11.093404150197628
increase client satisfaction level,11.09147609147609
service level agreements,11.086814086814087
industry group alignment,11.069811320754717
process reconciliation improvement,11.065550187869029
resolve improper allocation,11.0625
fraud risk assessment,11.03888888888889
applying company policy,11.034632034632036
presentation skill fluency,11.018181818181818
role recruitment executive,11.006793315616845
job title manager,11.002164502164502
cs transportation management,11.00026581605529
lgeneral ledgerjournal entry,11.0
voucher,11.0
good analytical skill,10.997362618724559
transfer pricing documentation,10.9875
dells gat team,10.986956521739131
allocated delinquent account,10.962025316455696
kpi metric high,10.96078431372549
managing mis reporting,10.956757931334202
fiscal year end,10.953781512605042
key operating metric,10.953333333333333
accurately document update,10.935714285714285
prior experience driving change,10.923519645821806
open item,10.923076923076923
conference call,10.916666666666668
indirect tax,10.914383561643834
succinctly articulate issue,10.913978494623656
manager senior executive,10.909479040883216
audit customized checklist,10.906666666666666
tax accounting,10.901972214126104
supervisor transportation management,10.90026581605529
industry retail wholesale,10.897084048027445
role category voice,10.883037659508247
written communication skill,10.878635090399795
part fully qualified accountant,10.868977914740626
accounting standards li,10.86258865248227
management capital management,10.862373737373737
presenting financial information,10.857470049330514
software software services,10.856060606060606
minimum direct supervision,10.833333333333334
simple sql query,10.833333333333334
prepares reimbursement billing,10.833333333333332
transportation provider ha,10.83157894736842
creative driven diverse individual,10.818181818181818
reputed financial institute,10.812015503875969
shared service exposure,10.803030303030303
focus onmonthly reconciliation,10.8025
excellent academic background required,10.8015873015873
handling fund audit,10.795555555555556
finance environment preferably,10.789655172413793
senior executive treasury,10.788266919671095
target corporation contract,10.785714285714285
maintains current working knowledge,10.782859868560527
provision related activity,10.778571428571428
risk management tool,10.77840909090909
prepare monthly mis,10.777777777777777
claims collection,10.771428571428572
additional eligibility qualifications,10.75
ensure statutory compliance,10.74736842105263
make 1 process improvement recommendation,10.730312092630934
run detailed report,10.719607843137254
timely monthly quarterly,10.706831119544592
assigned client portfolio,10.70475113122172
excellent communication skill,10.702164502164502
written report setting,10.696078431372548
end completeness accuracy,10.677489177489178
procedures industry trend,10.669811320754718
applies comprehensive strategic,10.666666666666666
company profile,10.655521783181358
effective organizational skills,10.651937984496124
manpower requirement hencecommitted,10.65
assigned account employ,10.609084139985107
effective communication skill,10.602164502164502
role collections officer,10.585978835978835
plant excise personnel,10.583333333333332
key account continue,10.582025316455695
good accounting knowledge,10.570223232391712
extensive reporting datasets,10.559322033898304
oral communication skill,10.55930735930736
experience chartered accountant,10.559047677112549
level sr analyst,10.554617117117118
audit planning,10.55372549019608
business cut offs,10.535714285714285
transfer pricing compliance,10.532954545454546
receiving acknowledgement,10.5
banking task li,10.49115515771526
supporting data thereon,10.488505747126437
good financial knowledge,10.477983417118745
role business analyst,10.455026455026456
2 year experience good eye,10.451414110151738
strong personality,10.44927536231884
strong numeracy skill,10.437154150197628
strong organisational skill,10.437154150197628
customer engagement establishing,10.408163265306122
budget preparation profit,10.407229344729345
gaap ifrs exp,10.4
ha direct correlation,10.4
taxation transfer pricing,10.394907407407407
perform benchmarking analysis,10.38655462184874
good team player,10.373523685918235
research original payment,10.368243243243244
regional account manager,10.361015215445596
receipt book payment,10.357528957528958
financial information populated,10.357470049330514
good reasoning skill,10.341112618724559
role involves participating,10.335978835978835
role largely independently,10.335978835978835
provide periodic update assist,10.334523809523809
report team performance,10.328786587098609
demonstrated organizational analytical,10.322916666666668
periodic mis report,10.311274509803921
shift timing open,10.307692307692308
prepare mis report,10.297385620915033
matrixed environment experience working,10.29227496337348
coordinating accounting related,10.28758865248227
ideal candidate ha,10.28125
job profile includes,10.274569402228977
eturns vat day,10.272727272727273
year ap experience,10.264846945972634
fraud control policy,10.26096256684492
develop financial product,10.250823877466951
consulting pertaining,10.25
level including ability,10.243524043524044
accounting finance,10.23758865248227
providing financial advice,10.23358413132695
periodic financial responsibility,10.231887298747765
4 member team reporting,10.225225924058488
product solution close,10.220289855072462
key player internally,10.22
industry recruitment staffing,10.208272859216255
accounting control procedure,10.192490613266584
entail analytical review,10.185661764705882
summarizing account information,10.174146528576909
departmental reporting responsible,10.164865743919627
revenue analyst 1 fin,10.162280701754385
group company,10.161904761904761
mis capital management,10.160353535353535
sox audit,10.156666666666666
prepaid shipment delivered,10.15
external relationship benchmarking,10.149122807017545
departmental backlog figure,10.142857142857142
preparing client deck,10.14102564102564
post report completion,10.130718954248366
tax account,10.126408878099532
integrated holistic approach,10.125
identify area,10.125
past due invoice,10.12142857142857
freight payment process,10.115377282043948
quick decision making ability,10.104545454545455
builds internal network,10.104166666666666
expense management,10.099456099456098
provident fund law,10.088888888888889
task prioritization skill,10.085918003565062
preparing dash board,10.083333333333332
prepare executive summary,10.076797385620916
apply finance knowledge,10.074638844301766
strong business acumen,10.06832298136646
build competitive advantage,10.042857142857143
audit standard,10.04
periodically review,10.029411764705882
damage claim issue,10.025089605734767
role written verbal,10.012449424214129
financial performance measure,10.010428202288667
good analytical capability,10.00948383084577
microsoft excel,10.005494505494505
independent auditor,10.0
alert,10.0
publish trend behavior,10.0
cash management,9.993686868686869
level university degree,9.988911988911989
interpret financial number,9.978682170542635
job description key responsibilities,9.973479853479851
special project assigned,9.96451914098973
manager networks internally,9.954545454545455
internal external auditor,9.9375
alm qc tool,9.9375
related computer application,9.913636363636364
taxation id preferable,9.907407407407408
audit plan,9.906666666666666
audit finding,9.906666666666666
leap corporate services,9.899350649350648
making wire transfer,9.8875
handle engagement related,9.883333333333333
drive quality check,9.872527472527473
sheet management,9.868686868686869
strategic implication coordinate,9.866666666666667
ca inter,9.865384615384615
review establishing relationship,9.845201238390093
key performance indicator,9.842222222222222
accepted accounting practice,9.83758865248227
research complex theory,9.825
key result areas,9.82
sustainable planning opportunity,9.813725490196079
financial strategy recommend,9.812015503875969
prepare periodical report,9.797385620915033
local statutoryfinancial statement,9.785714285714286
customerrsquos business strategy,9.785714285714285
target contract language,9.785714285714285
convey contract language,9.785714285714285
excellent interpersonal skills,9.782241014799155
excellent leadership skill,9.779545454545454
skills sound background,9.775747508305647
taxation related return,9.775589225589226
key data source,9.775172413793104
multifunctional organization focused,9.775
country state provincial,9.76923076923077
complete additional task,9.764705882352942
balance due,9.755102040816327
qualifications requirements bachelor,9.75
periodical review related,9.746078431372549
monthly reconciliation,9.74
education knowledge skills,9.738585110371389
life cycle,9.714285714285715
good interpersonal skill,9.704748982360924
developing strong relationship,9.698398169336384
functional competencies,9.695652173913043
claim settlement work,9.692777777777778
fast paced environment,9.689655172413794
provident fund training,9.68888888888889
central point,9.679487179487179
risk management concept,9.674242424242424
banking accounting,9.672371261177922
industry shipping marine,9.669811320754718
industry semiconductors electronics,9.669811320754718
industry oil,9.669811320754718
behavioural skills competencies,9.668604651162791
achieve target based,9.666666666666668
tax authority,9.664383561643834
added commentary analysis,9.662745098039217
analytical logical reasoning,9.65625
regional reporting requirement,9.65376647834275
sfas 91 unit cost,9.642857142857142
advito global supplier,9.63888888888889
technical knowledge skills,9.6361006383217
labor related issue,9.630645161290323
local country acts,9.602564102564102
suggest practical recommendation,9.571428571428571
improve departmental process,9.562610229276896
tariff reporting,9.559322033898304
pg mba pgdm,9.556437482478273
company li,9.553571428571429
provide reasonable assurance,9.547619047619047
ms office,9.536340852130326
key decision maker,9.52909090909091
ensuring closure,9.524390243902438
strong time management,9.51796223100571
general competencies,9.507142857142856
dynamic global environment,9.50711548987411
generally lower comparatively,9.5
companies act,9.5
finance economics,9.5
provisions,9.5
transfer pricing perspective,9.4875
educatuio ncation mba,9.482758620689655
ms excel,9.481684981684982
supervise effectively excellent knowledge,9.479400749063672
supporting schedule memo,9.476190476190476
income auditor responsible,9.462686567164178
finance manager,9.454545454545455
manager finance,9.454545454545455
business consolidation sale,9.452380952380953
compliance audit,9.452121212121211
hedge fund client,9.446581196581196
reconciliation bs,9.440000000000001
segment country industry,9.439042089985486
fmcs lawson,9.416666666666666
apply transfer pricing,9.416071428571428
heads information managers,9.412121212121212
ensures customer satisfaction,9.408163265306122
end r2r,9.404761904761905
banks quarterly result,9.396078431372548
local country level,9.386347886347886
developing leadership skill,9.379545454545454
payroll interface reconciliation,9.376363636363637
business partner management,9.368686868686869
drive process efficiency,9.368471035137702
global business environment,9.364258347016968
account profitability,9.362025316455696
high quality commentary,9.360784313725489
industry telecom isp,9.336477987421384
rahul ybservices net,9.333333333333334
revenue reconciliation,9.318947368421053
accounts manager,9.296382189239333
financial planning,9.292407660738714
global market,9.28888888888889
business stake holder,9.285714285714285
plan document,9.285714285714285
stryker corporate policies,9.285714285714285
update standard relating,9.283333333333333
strong conceptual clarity,9.282608695652174
investment bank,9.277777777777779
end management,9.273448773448774
accounting responsibilities li,9.260024549918167
relevant area,9.258333333333333
sustain business performance,9.257936507936508
class service experience,9.252190974493134
creating interview templates,9.25
maintaining record,9.247863247863247
rbi issue allotment,9.247311827956988
process flow,9.229276895943563
elsevier customer relationship,9.223952738990333
maintaining operating rhythm,9.222222222222221
ap system,9.217948717948719
complex issue impacting,9.209216589861752
financial reporting,9.204670871107608
inventory management,9.2020202020202
inspire great result,9.2
related internal initiative,9.198026315789473
sec standard manage,9.175
resolve shortage,9.169642857142858
tax professional,9.164383561643834
provide senior leadership,9.161866359447005
facilitate problem resolution,9.157051282051281
strong work ethic,9.155942028985507
performance management department,9.136363636363637
finance executive,9.132352941176471
area falling,9.125
minimum work experience,9.122494004796163
customer effective solution,9.108163265306121
compliance task li,9.101827094474153
build strong relationship,9.098398169336384
rca risk controls,9.097222222222221
multinational company,9.095238095238095
discussing critical issue,9.080645161290322
highlighting critical issue,9.080645161290322
trouble shoot issue,9.080645161290322
attain high level,9.077901430842607
high level audience,9.077901430842607
leverage rca technique,9.053571428571429
understand job role,9.05026455026455
sale organization prior,9.041666666666666
company policy,9.034632034632034
proactive identification reporting,9.034322033898306
robust analytical procedure,9.022916666666667
timely manner displayscommitment,9.010752688172044
work related issue,9.003978494623656
channel sale team,9.003623188405797
strong technical knowledge,9.000104682811083
drug free workplace,9.0
includes intercompany,9.0
encourages mutual reliance,9.0
chief accountants departments,9.0
mansi arora archirings,9.0
institutionrsquos strategic objective,9.0
control audit,8.994901960784313
audit team,8.993623188405797
audit process,8.993086419753086
performs quality control,8.988235294117647
audit issue,8.987311827956988
services work stream,8.986969696969696
strong working relationship,8.985190622166574
shortage research,8.982142857142858
qualification post graduation,8.98034188034188
ensure 100 client retention,8.978904428904428
executive accounts,8.974189675870349
accounts executive,8.974189675870349
assigned special task,8.967320261437909
retail accounting,8.964861379754996
annual account,8.962025316455696
performance improvement professional,8.96135265700483
business requirement ensuring,8.960104529616725
income statement,8.952380952380953
end recruitment,8.943223443223443
existing client identifies,8.932692307692307
pg post graduation,8.930623306233063
business unit heads,8.928571428571429
client management responds,8.926379176379175
providing meaningful analytics,8.92156862745098
good product knowledge,8.919591101648573
role summary purpose,8.91931216931217
accounting transaction,8.914059240717563
key business driver,8.905714285714286
current vendor tie,8.9
bank reconciliations,8.9
central communication,8.893772893772894
shift timings 1 00 pm,8.884615384615385
work productively independently,8.873333333333333
reconciliation executive,8.872352941176471
accounting standard,8.870921985815603
maintain strong partnership,8.862608695652174
deliver engaging innovative,8.857142857142858
deliver holistic elsevier,8.857142857142858
financial problem,8.853682170542635
financial analysis,8.841427268581851
support taxation issue,8.840993745168317
law policy procedure,8.83939393939394
unearned account work,8.835358649789029
position pertaining,8.821428571428571
revenue accounting,8.816536020903321
tax consultant,8.789383561643834
ensuring timely process,8.788229351827567
stock statement,8.785714285714285
presentation skills,8.782241014799155
robust control environment,8.77789046653144
bangalore hyderabad chennai,8.759090909090908
trusted advisor share,8.75
write offs,8.75
specialization mba pgdm,8.749968765617192
improve customer satisfaction,8.741496598639456
coordinate campus recruitment,8.73846153846154
continuous process improvement,8.734641096959939
managing mca ara,8.73076923076923
preparing financial,8.728682170542635
exceptional risk advisor,8.722222222222221
assist rca director,8.720238095238095
experience qualified accountant,8.718138586203455
related act,8.716666666666667
track record,8.692307692307693
eligible team member,8.665903890160184
financial report,8.664956680346556
exceed client expectation,8.657692307692308
excellent teamwork skill,8.654545454545454
financial products,8.645348837209301
decision making develop,8.627609427609428
conduct research,8.625
delayed payment work,8.616576576576577
essential typically graduate,8.616402116402117
frequent travel required 40,8.61111111111111
industry banking,8.60459392945037
journal entriescomply,8.6
financial statement,8.597729789590254
post qualification experience,8.596169218471378
ledger li,8.591666666666667
talent acquisition cost,8.583333333333334
demonstrates solid management,8.568686868686868
energetic work environment,8.562988505747127
invoice grn po,8.55
manages activity,8.55
relevant executive level,8.549470058293588
dst branch,8.545454545454547
audit consultant,8.531666666666666
provide comprehensive knowledge,8.527019796682719
final report,8.519607843137255
report exception,8.519607843137255
manage risk appropriately,8.51388888888889
transportation management,8.50026581605529
finance professional,8.5
operative bank,8.5
practices attentive listening,8.5
op bank,8.5
payable follow,8.5
good academic knowledge,8.499301246576108
reporting tool,8.496822033898304
end control,8.492997198879552
statutory compliance,8.492822966507177
territory revenue growth,8.478947368421052
communication skills,8.466223698781839
team work operates,8.460289855072464
ensure claims,8.454545454545455
significant role requirements,8.435978835978837
team player ability,8.432411067193677
ensuring end,8.429152148664343
hand notices research,8.425
month change,8.41638795986622
problem analysis,8.404411764705882
require seniorrsquos involvement,8.4
sr manager,8.392045454545455
work program updates,8.373333333333333
collection training,8.37142857142857
financial system,8.36329755515802
sales managers,8.353846153846154
good execution capability,8.35323383084577
high 99 accuracy level,8.35062870356988
desired experience 1 7 yr,8.34916067146283
gather relevant information,8.345454545454544
chartered accountant,8.343220338983052
finance function,8.342105263157894
vodafone local markets,8.333333333333334
divisional fc teams,8.333333333333334
billing dispute coordinates,8.333333333333334
learning learning agility,8.333333333333332
develop practical solution,8.31851851851852
ensure timely settlement,8.306964809384164
audit firm,8.306666666666667
responsibilities strong li,8.305044593088072
damage issue partner,8.294930875576036
job location chennai,8.29004329004329
grade level,8.283783783783784
work location chennai,8.282424242424241
accounting degree,8.276050190943808
services executive,8.245989304812834
understand end,8.238095238095239
require close interface,8.233333333333333
loss income,8.222222222222221
banking business,8.220496894409937
cost reduction initiative,8.210526315789474
problem solving,8.208333333333332
demonstrates professional demeanor,8.2
international matrixed organisation,8.2
client manage expectation,8.199358974358974
ensure accurate processing,8.192045454545454
finance environment,8.189655172413794
healthy balance,8.183673469387756
support process improvement,8.178491364339617
taxation 2 3 year experience,8.17225435338004
ensuring proper implementation,8.170223577235772
calculate scenarios exposure,8.166666666666666
detail oriented,8.166666666666666
finance commerce,8.166666666666666
tax profession,8.164383561643834
customer orientation indicators,8.158163265306122
service front,8.136363636363637
front office,8.131578947368421
important elsevier stakeholder,8.125
specialization post graduation,8.124154589371981
prepare entry,8.11111111111111
tds assessment,8.1
resolve freight,8.098214285714285
accounts officer,8.091836734693878
preparing documentation,8.083333333333332
budget plan,8.0625
specific client,8.057692307692307
client develops rapport,8.057692307692307
chief accountants department,8.045454545454545
prioritize work appropriately,8.04
key skills,8.03860465116279
monthly quarterly,8.029411764705882
desired profile,8.02695035460993
big multinational environment,8.022988505747128
banking product,8.021739130434783
presentation skill,8.018181818181818
independently executes work,8.016190476190475
friendly contact experience,8.015827338129496
courier hard copy,8.0
spread sheet,8.0
nationalized bank,8.0
cf os,8.0
accrual entry,8.0
income auditor,8.0
annum 1 lac 50 thousand,8.0
obtaining approval registration,8.0
financial analyst,7.978682170542635
existing process ascertaining,7.961419753086419
indicative job description,7.956043956043956
asset class,7.945454545454545
reduce denied claim,7.944444444444445
demonstrated work experience,7.922494004796164
industry technology,7.919811320754717
corporate office,7.917293233082707
audit exercise,7.906666666666666
transaction system,7.894419306184012
bringing process change,7.894112060778727
weekly reporting,7.892655367231638
daily activity,7.890909090909091
create jira task,7.889705882352941
maintaining recording renewal,7.888888888888889
shift timings 7am,7.884615384615385
client issue ability,7.883792014437176
role category,7.883037659508247
good analysis,7.882645595551654
revenue activity,7.878947368421052
financial performance,7.8675710594315245
control focus partner,7.865021008403361
production analysis,7.862745098039216
role report,7.85558667911609
high accuracy accuracy,7.839572192513369
carrier claim,7.839181286549708
question current process,7.836419753086419
strong communication,7.830227743271221
request submission accuracy,7.828282828282829
accounting team,7.8245451742214005
accounting process,7.824008405568689
promotional activity,7.8
train employee,7.8
head office,7.798245614035087
revenue cycle,7.793233082706767
month salary,7.792028985507247
accounts lead,7.786281179138323
reflect accurate number,7.770833333333334
monthly basis,7.766666666666667
sourcing servicing,7.763636363636364
special projects coordinate,7.7555555555555555
tds return,7.751515151515152
system report,7.737556561085973
good communication,7.734186211798152
financial control,7.73358413132695
financial product,7.732305358948432
financial issue,7.725993998499625
reporting head,7.725988700564972
sound technical knowledge,7.717495987158909
job number rr,7.714285714285714
advisory engagement,7.714285714285714
client regional initiative,7.712663067926226
communication skill,7.702164502164502
increasingly complex assignment,7.7
keeping record,7.6923076923076925
periodic reporting,7.684322033898305
transaction processing,7.676470588235294
close negotiate,7.666666666666666
employment income,7.666666666666666
junior team member,7.665903890160184
team member future,7.665903890160183
audit scope,7.656666666666666
financial target,7.645348837209302
existing process understanding,7.644346582354712
reporting maintain,7.639322033898305
process team responsible,7.636062841989729
edi staff,7.628571428571428
ensure smooth servicing,7.618181818181817
accurate timely completion,7.61491935483871
prepare monthly,7.611111111111111
problem shipment,7.6083333333333325
regulatory risk topic,7.597222222222222
analytical tool,7.59375
maintain continuous interaction,7.58909090909091
accounting function,7.579693915640164
finance division,7.571428571428571
account ownership owns,7.562025316455696
adhoc reporting,7.559322033898305
resend missing invoice,7.55
experience level 3 5 year,7.548630729756417
effective planning,7.547058823529412
resolve loss,7.534722222222222
quality standard,7.533333333333333
review analyze,7.529411764705882
accounting li,7.529255319148936
senior leader,7.522580645161291
ensure task completion,7.519251336898396
existing policy procedure,7.5143939393939405
assistant manager,7.51010101010101
compliance manager,7.5
finance wiz,7.5
analytical role,7.492228835978835
technical skills,7.490033222591363
proactive identification resolving,7.475
prepare presentation,7.474747474747474
open invoice,7.473076923076923
incumbent primary responsibility,7.461538461538462
basic concept,7.458333333333334
substantive testing,7.416666666666666
testing plan,7.416666666666666
assigned country,7.416289592760181
revenue analytics,7.412280701754385
management review,7.398098633392751
financial challenge,7.395348837209302
accounts department,7.387291280148423
contract agreement,7.385714285714286
confirm receipt,7.380952380952381
computing variance,7.375
crm application,7.363636363636363
post discussion,7.361111111111111
branch implementation,7.357954545454546
schedule information,7.354978354978355
global account,7.350914205344585
related activity,7.35
service provider,7.336363636363637
collections analyst,7.333333333333334
performing icfr,7.333333333333334
excel spreadsheet,7.326923076923077
influencing skill,7.321212121212121
individual backlog goal,7.318181818181818
related project,7.311904761904762
banking procedure,7.3014492753623195
operation,7.3
assist seniors managers,7.295238095238095
require active coordination,7.288888888888889
advanced degree,7.288461538461538
seeking document,7.285714285714286
key skill,7.274545454545455
vat cst,7.2727272727272725
groundbreaking thinking,7.25
subsequently regular follow,7.25
added advantage li,7.234523809523809
providing service,7.224598930481283
written communication,7.224089635854341
intercompany experience,7.215827338129497
va ds partner,7.214285714285714
compliance checklist completed,7.212121212121212
annual filing,7.2
proactively identifying resolving,7.2
cost analysis,7.196078431372549
senior management,7.1912675138481585
mis report,7.186274509803921
relationship management,7.184476342371079
loss account,7.184247538677918
reconciling provision,7.178571428571429
job requirement knowledge,7.177019796682718
prepare budget,7.173611111111111
implement system,7.172494172494172
job description 1 3 year,7.171730230553759
compliance legal,7.170454545454545
role analyst,7.169312169312169
revenue team,7.165903890160182
receivables management,7.154401154401154
financial indicators,7.145348837209302
financial institute,7.145348837209302
accounting proficient,7.13758865248227
